Index;Sender;Receiver;Unit;Converter;NameDE;NameEN;MqttTopic;DescriptionDE;DescriptionEN;Default;MinValue;MaxValue;ValuesDE;ValuesEN;ReadOnly
0121;180;6BC;;Custom;Wochentag;Day of Week;/time/dayofweek;;;;;;0000=Montag,0100=Dienstag,0200=Mittwoch,0300=Donnerstag,0400=Freitag,0500=Samstag,0600=Sonntag;0000=Monday,0100=Tuesday,0200=Wednesday,0300=Thursday,0400=Friday,0500=Saturday,0600=Sunday;
0127;180;6BC;;LittleEndian;Sekunde;Second;/time/second;;;0;0;59;;;
;;;;;;;;;;;;;;;
027A;180;6A0;;Bool;Fehlerspeicher löschen;Delete Fault Memory;/system/errorlistdelete;;;0;0;1;;;
05C7;180;6A0;;Bool;Stopp Ereigniss;Stop Event;/system/stopevent;;;0;0;64;;;
;;;;;;;;;;;;;;;
0001;180;6BC;;;Fehlerspeicher;Error List;/system/errorlist;;;;;;;;
;;;;;;;;;;;;;;;
05B2;180;6A0;°C;Dec;Temperatur Abtauende;Defrost End Temperature;/defrost/endtemperature;;;30;0;30;;;
03AB;180;6A0;min;Default;Maximale Abtaudauer;Maximum Defrost Duration;/defrost/maxduration;;;10;2;60;;;
05B3;180;6A0;min;Dec;Einfrierschutz Notheizung;Booster Refrost Guard;/defrost/boosterrefrostguard;;;15;10;30;;;
05B4;180;6A0;min;Dec;Abtauabbruch;Defrost Stop;/defrost/defroststop;;;10;0;20;;;
;;;;;;;;;;;;;;;
05B5;180;6A0;min;Default;Verdichter Taktung;Compressor Cycling;/setting/compressorcycling;;;20;0;20;;;
05B6;180;6A0;%;Default;Drehzahl Fortlüftung;Exhaust Air Speed;/setting/exhaustspeed;;;60;10;100;;;
C0AD;180;6A0;A;Default;Anlaufstrombegrenzung;Starting Current Limiter;/setting/CurrentLimiterStart;;;20;5;30;;;
;;;;;;;;;;;;;;;
C113;180;6A0;;Bool;Lüftung;Ventilation;/fan/enable;;;;0;1;;;
;;;;;;;;;;;;;;;
02CC;180;6A0;%;Dec;Pumpendrehzahl Warmwasser;Pump Speed DHW;/setting/dwhpumpspeed;;;80;40;100;;;
02CB;180;6A0;%;Dec;Pumpendrehzahl Heizen;Pump Speed Heating;/setting/heatingpumpspeed;;;80;40;100;;;
C0E3;180;6A0;%;Default;Verhältniss Mischer-Heizen;Mixer/Heating Ratio;/setting/mixerheatingration;;;100;0;100;;;
0651;180;6A0;min;Default;Mischer-P;Mixer P Run-On;/setting/mixerprunon;;;10;0;120;;;
C0E2;180;6A0;;Default;Mischer-P Typ;Mixer P Type;/setting/mixerptype;;;0;0;2;;;
C0E1;180;6A0;;Default;Solar-P Typ;Solar P Type;/setting/solarptype;;;0;0;2;;;
;;;;;;;;;;;;;;;
05B8;180;6A0;1/d;Default;Minimale Zyklen;Minimum Cycles;/setting/minpumpcycles;;;1;1;24;;;
05B7;180;6A0;1/d;Default;Maximale Zyklen;Maximum Cycles;/setting/maxpumpcycles;;;100;25;288;;;
05BA;180;6A0;°C;Dec;Außentemperatur Minimale Zyklen;Outside Temperature Minimum Cycles;/setting/minpumpcyclesoutside;;;20;0;25;;;
05B9;180;6A0;°C;Dec;Außentemperatur Maximale Zyklen;Outside Temperature Maximum Cycles;/setting/maxpumpcyclesoutside;;;0;0;20;;;
;;;;;;;;;;;;;;;
065A;180;6A0;;Bool;Notbetrieb Auto;Emergency Mode Auto;/setting/emergencymodeauto;;;0;0;1;;;
01D3;180;6A0;;Default;EVU-Sperre;Power-Off;/setting/poweroff;;;5;0;5;;;
;;;;;;;;;;;;;;;
0833;180;6A0;%;Default;Lüfter (Prozent);Fan (PRC);/processvalues/fanprc;;;;;;;;yes
000C;180;6A0;°C;Dec;Außentemperatur;Outside Temperature;/outside/temperature/measured;;;;;;;;yes
07A9;180;6A0;°C;Dec;Verdampferausgang Temperatur;Evaporator Outlet Temperature;/processvalues/evaporatoroutlettemp;;;;;;;;yes
0265;180;6A0;°C;Dec;Heisgastemperatur;Hot Gas Temperature;/processvalues/hotgastemp;;;;;;;;yes
000D;180;6A0;°C;Dec;Vorlauftemperatur;Flow Temperature;/processvalues/flowtemp;;;;;;;;yes
059C;180;6A0;°C;Dec;Verflüssigertemperatur;Condenser Temperature;/processvalues/condensertemp;;;;;;;;yes
0016;180;6A0;°C;Dec;Rücklauftemperatur;Return Temperature;/processvalues/returntemp;;;;;;;;yes
063F;180;6A0;°C;Dec;Kühlungstemperatur;Cooling Temperature;/processvalues/coolingtemp;;;;;;;;yes
07A6;180;6A0;bar;Cent;Hochdruck;High Pressure;/processvalues/highpressure;;;;;;;;yes
07A7;180;6A0;bar;Cent;Niederdruck;Low Pressure;/processvalues/lowpressure;;;;;;;;yes
080D;180;6A0;bar;Cent;Niederdruck Gefiltert;Low Pressure Filtered;/processvalues/lowpressurefiltered;;;;;;;;yes
064B;180;6A0;;Default;Position Ventil;Position Valve;/processvalues/positionvalve;;;;;;;;yes
0698;180;6A0;%;Dec;PWM Solarpumpe;PWM Solar Pump;/processvalues/pwmsolarpump;;;;;;;;yes
C0F0;180;6A0;%;Dec;PWM Heizkreispumpe;PWM Heat Circuit Pump;/processvalues/pwmheatcircuitpump;;;;;;;;yes
0699;180;6A0;%;Dec;PWM Mischerpumpe;PWM Mixer Pump;/processvalues/pwmmixerpump;;;;;;;;yes
069A;180;6A0;%;Default;Heizleistung Relativ;Heating Output Relative;/processvalues/heatingoutput;;;;;;;;yes
069B;180;6A0;%;Default;Vorgabe Verdichter;Compressor Set Output;/processvalues/compressoroutput;;;;;;;;yes
069C;180;6A0;Hz;Default;Verdichter N. Soll Unbegrenzt;Compressor N Set Val. Unlimited;/processvalues/compressornsetvalunlimited;;;;;;;;yes
069D;180;6A0;Hz;Default;Verdichter N. Soll Begrenzt;Compressor N Set Val. Limited;/processvalues/compressprnsetvallimited;;;;;;;;yes
;;;;;;;;;;;;;;;
0813;180;6A0;;Binary;Prozessstatus;Process Status;/processstatus;;;;;;;;yes
;;;;;;;;;;;;;;;
0067;180;6A0;;Default;Aktuell Mode IWS;Current Mode IWS;/analysis/currentmodeiws;;;;;;;;yes
07F2;180;6A0;;Default;Aktuell Mode EVE;Current Mode EVE;/analysis/currentmodeeve;;;;;;;;yes
07F3;180;6A0;°C;Dec;Überh. Verdichter Soll;Superheating Evaporateur Set;/analysis/superheatingevaporateurset;;;;;;;;yes
07F4;180;6A0;°C;Dec;Überh. Verdichter Ist;Superheating Evaporateur Actual;/analysis/superheatingevaporateuracutal;;;;;;;;yes
07F5;180;6A0;°C;Dec;Überh. Rekup. Ist;Superheating Recup. Actual;/analysis/superheatingrecopactual;;;;;;;;yes
07FA;180;6A0;%;Dec;Pendeln Rel.;Cycling Rel.;/analysis/cyclingrel;;;;;;;;yes
07FB;180;6A0;;Cent;Dynamik Faktor;Dynamic Factor;/analysis/dynamicfactor;;;;;;;;yes
07F7;180;6A0;;Cent;P-Faktor;P Factor;/analysis/pfactor;;;;;;;;yes
07F8;180;6A0;;Cent;I-Faktor;I Factor;/analysis/ifactor;;;;;;;;yes
07F9;180;6A0;;Cent;D-Faktor;D Factor;/analysis/dfactor;;;;;;;;yes
07F6;180;6A0;%;Dec;Öffnung EXV Vorst.;Opening EXV Pre Control;/analysis/openingexvprecontrol;;;;;;;;yes
07CA;180;6A0;%;Dec;Öffnung EXV;Opening EXV;/analysis/openingexv;;;;;;;;yes
C0EE;180;6A0;%;Dec;Öffnung EXV Kühlen;Opening EXV Cooling;/analysis/openingexvcooling;;;;;;;;yes
081C;180;6A0;%;Dec;Heiz-/Kühlleistung gemessen;Actual Heat/Cool Output;/analysis/heatcooloutput;;;;;;;;yes
;;;;;;;;;;;;;;;
069E;180;6A0;Hz;Default;Verdichterdrehzahl;Compressor Speed;/inverter/compressorspeed;;;;;;;;yes
069F;180;6A0;A;Default;Motorstrom;Motor Current;/inverter/motorcurrent;;;;;;;;yes
06A0;180;6A0;KW;Cent;Motorleistung;Motor Power;/inverter/power;;;;;;;;yes
06A1;180;6A0;V;Default;Motorspannung;Motor Voltage;/inverter/voltage;;;;;;;;yes
06A2;180;6A0;°C;Dec;Invertertemperatur;Inverter Temperature;/inverter/temperature;;;;;;;;yes
06A3;180;6A0;;Bool;Inverterfehler;Inverter Fault;/inverter/fault;;;;;;;;yes
;;;;;;;;;;;;;;;
0112;180;6BC;;Binary;Programmschalter;OperationSwitch;/status/operationswitch;;;;;;;;yes
0176;180;6BC;;Bool;Betriebsstatus;OperationStatus;/status/operationstatus;;;;;;;;yes
