319,'2019-12-14',54241686,1697,30,49,0,250,0,12,0,0,NULL
320,'2019-12-14',54241691,1697,30,97,1,250,0,17,0,0,NULL
321,'2019-12-14',54241698,1697,30,49,0,250,0,14,0,0,NULL
322,'2019-12-14',54241703,384,30,210,33,250,0,12,0,71,NULL
323,'2019-12-14',54241708,769,30,210,33,250,0,17,0,190,NULL
324,'2019-12-14',54241718,384,30,210,33,250,0,14,1,255,NULL
325,'2019-12-14',54252685,1697,30,49,0,250,0,12,0,0,NULL
326,'2019-12-14',54252691,1697,30,97,1,250,0,17,0,0,NULL
327,'2019-12-14',54252696,1697,30,49,0,250,0,14,0,0,NULL
328,'2019-12-14',54252706,384,30,210,33,250,0,12,0,72,NULL
329,'2019-12-14',54252713,769,30,210,33,250,0,17,0,190,NULL
330,'2019-12-14',54252718,384,30,210,33,250,0,14,1,255,NULL
331,'2019-12-14',54258425,384,30,208,60,250,1,38,4,0,NULL
332,'2019-12-14',54262689,1697,30,49,0,250,0,12,0,0,NULL
333,'2019-12-14',54262694,1697,30,97,1,250,0,17,0,0,NULL
334,'2019-12-14',54262699,1697,30,49,0,250,0,14,0,0,NULL
335,'2019-12-14',54262706,384,30,210,33,250,0,12,0,72,NULL
336,'2019-12-14',54262711,769,30,210,33,250,0,17,0,190,NULL
337,'2019-12-14',54262716,384,30,210,33,250,0,14,1,255,NULL
338,'2019-12-14',54272692,1697,30,49,0,250,0,12,0,0,NULL
339,'2019-12-14',54272697,1697,30,97,1,250,0,17,0,0,NULL
340,'2019-12-14',54272703,384,30,210,33,250,0,12,0,72,NULL
341,'2019-12-14',54272708,1697,30,49,0,250,0,14,0,0,NULL
342,'2019-12-14',54272715,769,30,210,33,250,0,17,0,190,NULL
343,'2019-12-14',54272720,384,30,210,33,250,0,14,1,255,NULL
344,'2019-12-14',54275805,384,30,208,60,250,1,18,11,0,NULL
345,'2019-12-14',54275821,384,30,208,60,250,1,33,5,0,NULL
346,'2019-12-14',54275839,384,30,208,60,250,1,34,14,0,NULL
347,'2019-12-14',54275857,384,30,208,60,250,1,35,12,0,NULL
348,'2019-12-14',54275873,384,30,208,60,250,1,36,19,0,NULL
349,'2019-12-14',54275891,384,30,208,60,250,1,37,16,0,NULL
350,'2019-12-14',54275907,384,30,208,60,250,1,38,4,0,NULL
351,'2019-12-14',54275923,384,30,208,60,250,0,1,0,0,NULL
352,'2019-12-14',54275939,384,30,208,60,250,1,118,6,7,NULL
353,'2019-12-14',54281699,1697,78,49,0,250,0,12,0,0,NULL
354,'2019-12-14',54281704,1697,78,97,1,250,0,17,0,0,NULL
355,'2019-12-14',54281709,1697,78,49,0,250,0,14,0,0,NULL
356,'2019-12-14',54281716,384,78,210,33,250,0,12,0,72,NULL
